Development Name,Borough,Account Name,Location,Meter AMR,TDS #,EDP,RC Code,Funding Source,AMP #,Vendor Name,UMIS BILL ID,Revenue Month,Service Start Date,Service End Date,# days,Meter Number,Estimated,Current Charges,Rate Class,Bill Analyzed,Consumption (Therms),ES Commodity,Underlying Utility
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814543,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3233642,Y,61.72,TR I NR,Yes,36,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597973,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,16.04,,Yes,53,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710923,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,16.07,,Yes,53,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825040,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,10.92,,Yes,36,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 03,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926326,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,13.34,,Yes,44,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629155,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3229746,N,97.39,TR II NR,Yes,68,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722940,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3229746,N,84.64,TR II NR,Yes,54,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814540,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3229746,Y,74.5,TR II NR,Yes,54,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597974,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,16.94,,Yes,56,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710924,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,16.98,,Yes,56,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825042,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,16.38,,Yes,54,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 12,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926328,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,15.47,,Yes,51,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629153,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3233641,N,78.14,TR I NR,Yes,51,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722938,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3233641,Y,70.78,TR I NR,Yes,46,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814535,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3233641,Y,70.66,TR I NR,Yes,46,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597975,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,14.82,,Yes,49,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710925,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,14.86,,Yes,49,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825044,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,13.95,,Yes,46,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 02,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926330,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,13.34,,Yes,44,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629151,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3263532,N,66.78,TR II NR,Yes,36,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722936,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3263532,Y,59.13,TR II NR,Yes,29,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813463,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3263532,Y,52.02,TR II NR,Yes,27,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597976,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,9.98,,Yes,33,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710926,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,10.01,,Yes,33,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825046,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,8.19,,Yes,27,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 44,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926332,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,13.65,,Yes,45,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629150,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3263509,Y,106.94,TR II NR,Yes,78,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722933,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3263509,Y,91.77,TR II NR,Yes,61,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813460,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3263509,Y,75.32,TR II NR,Yes,55,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597977,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,18.45,,Yes,61,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710927,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,18.5,,Yes,61,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825048,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,16.69,,Yes,55,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 33,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926334,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,17.9,,Yes,59,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629148,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3263181,N,90.68,TR II NR,Yes,61,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722931,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3263181,Y,86.69,TR II NR,Yes,56,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813456,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3263181,Y,72.84,TR II NR,Yes,52,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597978,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,20.57,,Yes,68,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710929,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,20.62,,Yes,68,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825050,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,15.78,,Yes,52,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 34,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926336,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,16.38,,Yes,54,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629144,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3264101,N,69.04,TR I NR,Yes,39,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722927,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3264101,Y,61.52,TR I NR,Yes,34,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813449,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3264101,Y,62.31,TR I NR,Yes,35,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597979,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,10.28,,Yes,34,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710930,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,10.31,,Yes,34,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825053,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,10.62,,Yes,35,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 38,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926339,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,11.52,,Yes,38,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8628418,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3264090,N,60.6,TR II NR,Yes,28,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722924,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3264090,Y,70.02,TR II NR,Yes,38,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814530,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3264090,Y,59.25,TR II NR,Yes,34,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597980,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,12.7,,Yes,42,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710931,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,12.74,,Yes,42,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825055,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,10.31,,Yes,34,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 37,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926341,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,8.19,,Yes,27,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8628416,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3266585,N,51.49,TR II NR,Yes,20,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8722921,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3266585,Y,74.44,TR II NR,Yes,44,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814527,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3266585,Y,63.68,TR II NR,Yes,41,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597981,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,14.21,,Yes,47,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710932,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,14.26,,Yes,47,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825057,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,12.43,,Yes,41,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 28,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926343,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,12.13,,Yes,40,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8628410,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3233644,N,102.37,TR I NR,Yes,78,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8723832,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3233644,Y,65.41,TR I NR,Yes,40,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8814512,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3233644,Y,70.66,TR I NR,Yes,46,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597985,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,12.1,,Yes,40,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710936,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,12.13,,Yes,40,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825065,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,13.95,,Yes,46,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 24,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926351,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,13.95,,Yes,46,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8628408,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3233646,Y,109.82,TR II NR,Yes,81,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8723829,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3233646,Y,94.83,TR II NR,Yes,64,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813448,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3233646,Y,77.82,TR II NR,Yes,58,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597986,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,17.24,,Yes,57,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710938,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,17.29,,Yes,57,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825067,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,17.59,,Yes,58,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 23,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926353,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,11.22,,Yes,37,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8629449,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3233645,Y,138.17,TR II NR,Yes,115,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8723826,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3233645,Y,118.31,TR II NR,Yes,87,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8813446,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,3233645,Y,92.81,TR II NR,Yes,76,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8597987,2020-02-01T00:00:00.000,1/21/2020,2/16/2020,26,4.95E+14,N,25.72,,Yes,85,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8710939,2020-03-01T00:00:00.000,2/25/2020,3/26/2020,30,4.95E+14,N,25.78,,Yes,85,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8825069,2020-04-01T00:00:00.000,3/25/2020,4/23/2020,29,4.95E+14,N,23.05,,Yes,76,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 25,Not Applicable,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,EAST COAST POWER & GAS,8926355,2020-05-01T00:00:00.000,4/23/2020,5/22/2020,29,4.95E+14,N,31.24,,Yes,103,BROKERED GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8648871,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3190563,N,149.79,TR I NR,Yes,156.84,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8648871,2020-02-01T00:00:00.000,1/24/2020,2/25/2020,32,3232470,N,84.19,TR I NR,Yes,88.16,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8735246,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3190563,Y,43.2,TR I NR,Yes,41.06,UTILITY GAS,ConEd
SAMUEL (CITY),MANHATTAN,SAMUEL (CITY),BLD 35,NONE,377,650,M037700,MIXED FINANCE/LLC1,NY005023770P,CONSOLIDATED EDISON COMPANY OF NY,8735246,2020-03-01T00:00:00.000,2/25/2020,3/25/2020,29,3232470,Y,159.86,TR I NR,Yes,151.94,UTILITY GAS,ConEd
